title,keyword,rate_score,StarRate_ParticipantCount
이혼 후에,#별점100개이상#3000원이하#맞선#시월드#신데렐라#재회물#나쁜남자#후회남#절륜남#상처녀#재벌남#갑을관계#몸정>맘정#소유욕/독점욕/질투#집착남#평범녀#능력녀#짝사랑녀#단행본,3.0,101.0
호백작의 공주님,#별점100개이상#3000원이하#판타지물#서양풍#첫사랑#신데렐라#초월적존재#정략결혼#다정남#절륜남#순진녀#카리스마남#왕족/귀족#잔잔물#달달물#권선징악#계약연애/결혼#선결혼후연애#몸정>맘정#소유욕/독점욕/질투#운명적사랑#다정녀#순정녀#동정녀#힐링물#평점4점이상#단행본,4.5,131.0
하녀 길들이기,#별점100개이상#3000원이하#가상시대물#판타지물#서양풍#동거#첫사랑#신데렐라#재회물#순정남#다정남#절륜남#순진녀#상처녀#능글남#왕족/귀족#달달물#갑을관계#신분차이#몸정>맘정#소유욕/독점욕/질투#능력남#직진남#유혹남#짝사랑남#다정녀#동정녀#조신남#고수위#단행본,3.6,103.0
구애,#별점100개이상#3000~5000원#현대물#신파#상처남#순정남#다정남#절륜남#절륜녀#상처녀#애잔물#비밀연애#몸정>맘정#소유욕/독점욕/질투#직진남#유혹남#집착남#대형견남#무심녀#더티토크#이야기중심#하드코어#여주중심#고수위#단행본,3.9,107.0
폐후의 스캔들,#1만원~2만원#가상시대물#서양풍#카리스마남#왕족/귀족#계약연애/결혼#능력남#집착남#능력녀#사이다녀#걸크러시#이야기중심#평점4점이상#단행본,4.1,46.0
취하다,#5000~1만원#현대물#절륜남#카리스마남#소유욕/독점욕/질투#능력남#집착남#능력녀#고수위#단행본,3.8,71.0
붉은 댕기,#별점100개이상#3000원이하#가상시대물#동양풍#첫사랑#신데렐라#동정남#절륜남#계략남#순진녀#카리스마남#능글남#키잡물#신분차이#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#집착남#냉정남#애교녀#짝사랑녀#순정녀#동정녀#단행본,3.7,144.0
여우야담狐狸野談,#별점100개이상#3000원이하#실존역사물#판타지물#동양풍#복수#초월적존재#다정남#절륜남#상처녀#잔잔물#애잔물#신분차이#운명적사랑#직진남#집착남#다정녀#더티토크#고수위#단행본,3.9,140.0
충동적인 결혼,#별점100개이상#3000~5000원#현대물#맞선#절륜남#상처녀#카리스마남#잔잔물#계약연애/결혼#선결혼후연애#몸정>맘정#능력남#직진남#냉정남#무심남#사이다녀#냉정녀#무심녀#도도녀#이야기중심#여주중심#고수위#단행본,3.7,168.0
[GL] 위증,#별점100개이상#1만원~2만원#현대물#백합/GL#캠퍼스물#로맨틱코미디#사제지간#첫사랑#절륜녀#순진녀#상처녀#오해#잔잔물#달달물#전문직#라이벌/앙숙#비밀연애#소유욕/독점욕/질투#뇌섹녀#능력녀#사이다녀#직진녀#계략녀#능글녀#다정녀#유혹녀#나쁜여자#짝사랑녀#철벽녀#동정녀#까칠녀#도도녀#엉뚱녀#성장물#평점4점이상#고수위#단행본,4.6,139.0
씬 No.19 (Scene No. 19),#별점100개이상#3000~5000원#현대물#원나잇#나쁜남자#후회남#절륜남#상처녀#오해#순정녀#외유내강#단행본,3.8,138.0
우리 둘만의 세상에서,#3000~5000원#현대물#첫사랑#재회물#상처남#후회남#상처녀#잔잔물#전문직#평점4점이상#단행본,4.0,76.0
갈증 (Thirst),#별점100개이상#3000~5000원#단행본,3.9,146.0
한여름에 내린 눈,#3000원이하#현대물#나이차커플#첫사랑#재회물#순정남#다정남#상처녀#잔잔물#키잡물#존댓말남#대형견남#냉정녀#무심녀#도도녀#힐링물#성장물#평점4점이상#단행본,4.2,70.0
짐승의 왕과 보석의 인형,#1만원~2만원#서양풍#절륜남#절륜녀#왕족/귀족#신분차이#피폐물#하드코어#평점4점이상#고수위#단행본,4.1,51.0
카르페디엠,#별점100개이상#완결#가상시대물#판타지물#왕족/귀족#차원이동#영혼체인지/빙의#능력녀#다정녀#털털녀#쾌활발랄녀#성장물#육아물#원작소설#평점4점이상#2013년이전#단행본,4.2,127.0
맛있는 가정부,#씬중심#단행본,2.8,412.0
용들의 여왕,#1만원~2만원#판타지물#초월적존재#역하렘#피폐물#하드코어#2015년출간#고수위#단행본,3.7,59.0
엘리의 일기장,#2만원초과#판타지물#나이차커플#카리스마남#잔잔물#차원이동#소유욕/독점욕/질투#냉정남#능력녀#다정녀#외유내강#힐링물#성장물#이야기중심#평점4점이상#단행본,4.1,39.0
옆집 사는 그 녀석,#3000원이하#현대물#삼각관계#원나잇#친구>연인#다정남#절륜남#소유욕/독점욕/질투#운명적사랑#2013년이전#단행본,3.7,86.0
신이 사랑한 황후,#5000~1만원#현대물#가상시대물#판타지물#동양풍#나이차커플#초월적존재#순정남#다정남#왕족/귀족#잔잔물#애잔물#영혼체인지/빙의#운명적사랑#능력남#털털녀#엉뚱녀#성장물#이야기중심#단행본,3.4,80.0
들꽃 내리는 바람,#별점100개이상#3000원이하#궁정로맨스#실존역사물#첫사랑#재회물#까칠남#순정남#오해#외유내강#평점4점이상#2016년출간#단행본,4.0,147.0
개정판 | 계약의 목걸이,#별점100개이상#1만원~2만원#판타지물#친구>연인#까칠남#나쁜남자#소유욕/독점욕/질투#평점4점이상#2013년이전#단행본,4.2,139.0
미친 여자,#3000원이하#현대물#연하남#절륜녀#소유욕/독점욕/질투#평범남#계략녀#나쁜여자#우월녀#걸크러시#단행본,2.8,54.0
미약 키스,#별점100개이상#5000~1만원#현대물#로맨틱코미디#첫사랑#친구>연인#순정남#동정남#다정남#절륜남#계략남#순진녀#달달물#다정녀#동정녀#2016년출간#단행본,3.7,147.0
그건 안돼요,#5000~1만원#현대물#첫사랑#재회물#상처남#다정남#순진녀#상처녀#오해#카리스마남#재벌남#애잔물#비밀연애#소유욕/독점욕/질투#금단의관계#직진남#후회녀#외유내강#단행본,3.7,81.0
권씨 육 남매 장녀 이야기,#별점100개이상#5000~1만원#현대물#상처남#다정남#평점4점이상#2013년이전#단행본,4.2,255.0
근사해 (외전),#별점100개이상#3000원이하#현대물#첫사랑#시월드#신데렐라#재회물#까칠남#상처남#나쁜남자#순정남#절륜남#소유욕/독점욕/질투#평점4점이상#2016년출간#단행본,4.2,225.0
이웃집 선배,#별점100개이상#3000원이하#현대물#캠퍼스물#첫사랑#까칠남#나쁜남자#바람둥이#절륜남#달달물#소유욕/독점욕/질투#운명적사랑#직진녀#계략녀#다정녀#유혹녀#성장물#이야기중심#고수위#단행본,3.7,264.0
신부의 면사포,#3000원이하#가상시대물#서양풍#첫사랑#다정남#상처녀#능글남#왕족/귀족#갑을관계#소유욕/독점욕/질투#능력남#직진남#유혹녀#고수위#단행본,3.5,86.0
밤 하늘 키스,#별점100개이상#3000원이하#현대물#동거#첫사랑#재회물#친구>연인#절륜남#오해#소유욕/독점욕/질투#능력남#직진남#집착남#평범녀#순정녀#더티토크#고수위#단행본,3.7,109.0
"그녀, 이상한 나라에 빠지다",#별점100개이상#1만원~2만원#현대물#판타지물#로맨틱코미디#초월적존재#전생/환생#다정남#순진녀#소유욕/독점욕/질투#엉뚱녀#쾌활발랄녀#평점4점이상#2014년출간#단행본,4.1,124.0
용과 나,#별점100개이상#3000원이하#현대물#초월적존재#절륜남#순진녀#상처녀#몸정>맘정#운명적사랑#직진남#평범녀#순정녀#이야기중심#단행본,3.5,111.0
눈부시게 너는,#별점100개이상#5000~1만원#서양풍#삼각관계#정략결혼#순정남#절륜남#카리스마남#애잔물#집착남#무심녀#외유내강#평점4점이상#단행본,4.2,107.0
신의 신부,#3000원이하#현대물#판타지물#초월적존재#순정남#다정남#달달물#운명적사랑#다정녀#외유내강#단행본,3.4,54.0
불현듯이 우리는,#5000~1만원#현대물#나이차커플#로맨틱코미디#연예인#연하남#달달물#애교남#애교녀#이야기중심#평점4점이상#고수위#단행본,4.1,45.0
첫사랑 콤플렉스,#3000~5000원#현대물#첫사랑#재회물#친구>연인#오해#달달물#소유욕/독점욕/질투#운명적사랑#직진남#집착남#짝사랑남#짝사랑녀#쾌활발랄녀#성장물#이야기중심#단행본,3.9,49.0
그림자,#별점100개이상#3000~5000원#현대물#동거#사내연애#첫사랑#소유욕/독점욕/질투#평점4점이상#2013년이전#단행본,4.1,171.0
악마는 레이디를 키운다,#1만원~2만원#판타지물#서양풍#재회물#상처남#다정남#상처녀#왕족/귀족#회귀/타임슬립#신분차이#소유욕/독점욕/질투#운명적사랑#짝사랑남#능력녀#냉정녀#도도녀#걸크러시#조신남#단행본,3.9,78.0
잔혹하여라,#3000~5000원#현대물#신파#재회물#절륜남#계략남#상처녀#오해#신분차이#평점4점이상#단행본,4.2,64.0
남장 실격 (삽화본),#5000~1만원#현대물#남장여자#친구>연인#동정남#다정남#절륜남#계략남#상처녀#재벌남#소유욕/독점욕/질투#뇌섹남#애교남#집착남#철벽남#뇌섹녀#능력녀#재벌녀#짝사랑녀#순정녀#철벽녀#동정녀#냉정녀#무심녀#도도녀#이야기중심#단행본,3.5,58.0
어쩌다 사내연애,#3000~5000원#로맨틱코미디#사내연애#삼각관계#신데렐라#원나잇#까칠남#순정남#절륜남#절륜녀#능글남#재벌남#달달물#비밀연애#갑을관계#신분차이#몸정>맘정#능력남#유혹남#애교녀#유혹녀#고수위#단행본,3.7,93.0
잡혀 온 신랑,#별점100개이상#3000원이하#가상시대물#판타지물#로맨틱코미디#첫사랑#초월적존재#까칠남#상처남#달달물#운명적사랑#능력남#철벽남#능력녀#사이다녀#직진녀#다정녀#순정녀#쾌활발랄녀#단행본,3.9,144.0
우리에게 바뀐 것은,#별점100개이상#3000원이하#현대물#첫사랑#친구>연인#나쁜남자#다정남#절륜남#상처녀#잔잔물#애잔물#소유욕/독점욕/질투#철벽남#평범녀#다정녀#짝사랑녀#순정녀#이야기중심#츤데레남#단행본,3.6,114.0
사신의 연인,#별점100개이상#2만원초과#학원물#가상시대물#동양풍#캠퍼스물#무협물#남장여자#로맨틱코미디#첫사랑#초월적존재#친구>연인#절륜남#계략남#오해#카리스마남#회귀/타임슬립#영혼체인지/빙의#권선징악#비밀연애#갑을관계#소유욕/독점욕/질투#운명적사랑#능력남#집착남#뇌섹녀#능력녀#재벌녀#외유내강#걸크러시#성장물#이야기중심#평점4점이상#단행본,4.1,102.0
다운레인지,#별점100개이상#3000~5000원#현대물#첫사랑#까칠남#순정남#연하남#재벌남#직진남#짝사랑남#나쁜여자#철벽녀#츤데레남#단행본,3.8,155.0
엘리시온의 황후,#1만원~2만원#궁정로맨스#가상시대물#서양풍#정략결혼#후회남#상처녀#오해#왕족/귀족#회귀/타임슬립#선결혼후연애#능력남#무심남#계략녀#다정녀#짝사랑녀#단행본,3.1,32.0
스타 워즈 (STAR WARS),#별점100개이상#3000~5000원#현대물#연예인#신파#까칠남#카리스마남#능력녀#외유내강#평점4점이상#2015년출간#단행본,4.1,146.0
그 추리소설 속 악녀는 살아남았다,#1만원~2만원#가상시대물#서양풍#삼각관계#첫사랑#순정남#다정남#상처녀#달달물#영혼체인지/빙의#권선징악#운명적사랑#존댓말남#순정녀#외유내강#털털녀#엉뚱녀#쾌활발랄녀#성장물#추리/미스터리/스릴러#이야기중심#여주중심#단행본,3.7,57.0
불순한 비서,#별점100개이상#3000~5000원#현대물#사내연애#재회물#상처녀#오해#카리스마남#재벌남#권선징악#운명적사랑#능력남#직진남#능력녀#고수위#단행본,3.8,130.0
후궁 모모 (외전포함),#별점100개이상#3000~5000원#가상시대물#동양풍#첫사랑#신데렐라#정략결혼#순정남#다정남#순진녀#상처녀#오해#왕족/귀족#달달물#권선징악#선결혼후연애#능력남#평범녀#다정녀#순정녀#동정녀#이야기중심#단행본,3.8,182.0
백조 아가씨,#2만원초과#판타지물#첫사랑#순정남#달달물#권선징악#운명적사랑#직진남#뇌섹녀#단행본,3.8,58.0
달콤 쌉싸름한 우연,#별점100개이상#3000~5000원#현대물#삼각관계#신파#재회물#까칠남#상처녀#카리스마남#무심녀#도도녀#2014년출간#단행본,3.9,156.0
사랑의 의미,#5000~1만원#현대물#나이차커플#동거#연예인#순정남#다정남#절륜남#순진녀#상처녀#잔잔물#달달물#능력남#직진남#존댓말남#순정녀#힐링물#이야기중심#평점4점이상#단행본,4.0,93.0
준 (Jun),#별점100개이상#3000~5000원#현대물#나이차커플#삼각관계#첫사랑#신파#원나잇#재회물#까칠남#상처남#나쁜남자#바람둥이#소유욕/독점욕/질투#운명적사랑#2013년이전#단행본,3.9,102.0
황태자의 매혹,#별점100개이상#3000~5000원#현대물#사내연애#삼각관계#첫사랑#속도위반#시월드#신파#재회물#친구>연인#까칠남#상처남#나쁜남자#순정남#동정남#후회남#절륜남#소유욕/독점욕/질투#2014년출간#단행본,3.7,181.0
가장 완벽한 사랑의 비밀,#5000~1만원#현대물#상처남#애잔물#전문직#뇌섹남#능력남#동정녀#이야기중심#츤데레남#평점4점이상#단행본,4.1,75.0
"그녀, 네크로맨서",#5000~1만원#평점4점이상#단행본,4.1,37.0
"감히, 사랑하다 (외전포함)",#별점100개이상#3000~5000원#현대물#카리스마남#소유욕/독점욕/질투#집착남#도도녀#고수위#단행본,3.9,132.0
그가 들어온 날,#별점100개이상#3000~5000원#현대물#나이차커플#로맨틱코미디#신데렐라#연하남#다정남#절륜남#순진녀#상처녀#소유욕/독점욕/질투#2013년이전#단행본,3.2,158.0
출산합시다,#5000~1만원#현대물#로맨틱코미디#순정남#다정남#달달물#오래된연인#계약연애/결혼#사이다녀#능글녀#걸크러시#털털녀#육아물#평점4점이상#고수위#단행본,4.2,83.0
개정판 | 이상한 나라의 가정부,#별점100개이상#3000~5000원#현대물#로맨틱코미디#까칠남#순정남#연하남#다정남#절륜남#몸정>맘정#소유욕/독점욕/질투#운명적사랑#평점4점이상#2013년이전#단행본,4.1,213.0
간택전쟁,#별점100개이상#5000~1만원#궁정로맨스#동양풍#순정남#카리스마남#왕족/귀족#잔잔물#선결혼후연애#운명적사랑#능력남#뇌섹녀#무심녀#평점4점이상#단행본,4.3,135.0
"바로, 낙원",#별점100개이상#3000~5000원#현대물#연예인#상처남#평점4점이상#2013년이전#단행본,4.3,157.0
토르소,#3000~5000원#현대물#재회물#순정남#절륜남#계략남#상처녀#소유욕/독점욕/질투#집착남#후회녀#고수위#단행본,3.8,43.0
카이사르 저택의 위험한 비밀,#별점100개이상#3000원이하#가상시대물#서양풍#초월적존재#동정남#계략남#순진녀#상처녀#왕족/귀족#소유욕/독점욕/질투#냉정남#동정녀#피폐물#평점4점이상#단행본,4.2,112.0
함부로 복종하다,#별점100개이상#3000~5000원#현대물#원나잇#절륜남#상처녀#카리스마남#잔잔물#계약연애/결혼#몸정>맘정#능력남#직진남#평범녀#힐링물#더티토크#평점4점이상#단행본,4.0,144.0
신녀의 밀야,#3000원이하#궁정로맨스#가상시대물#동양풍#첫사랑#나쁜남자#동정남#다정남#계략남#상처녀#오해#왕족/귀족#신분차이#운명적사랑#뇌섹남#능력남#짝사랑남#다정녀#평점4점이상#단행본,4.1,59.0
"아가씨, 나의 주인공이 되어주세요",#1만원~2만원#판타지물#다정남#회귀/타임슬립#영혼체인지/빙의#철벽녀#무심녀#걸크러시#성장물#육아물#평점4점이상#단행본,4.4,55.0
37.2-쾌락의 온도,#별점100개이상#3000원이하#현대물#첫사랑#연하남#절륜남#능력남#엉뚱녀#고수위#단행본,3.9,107.0
셰리 공녀 이야기,#1만원~2만원#판타지물#삼각관계#순정남#동정남#후회남#절륜녀#능글남#왕족/귀족#역하렘#신분차이#몸정>맘정#소유욕/독점욕/질투#능력남#집착남#짝사랑남#철벽남#존댓말남#대형견남#능력녀#유혹녀#조신남#평점4점이상#고수위#단행본,4.0,84.0
[GL] 나를 찾아줘,#별점100개이상#5000~1만원#현대물#백합/GL#동거#로맨틱코미디#사제지간#절륜녀#상처녀#오해#달달물#전문직#천재#라이벌/앙숙#비밀연애#소유욕/독점욕/질투#운명적사랑#뇌섹녀#능력녀#사이다녀#직진녀#능글녀#다정녀#애교녀#유혹녀#철벽녀#까칠녀#냉정녀#도도녀#우월녀#걸크러시#털털녀#엉뚱녀#쾌활발랄녀#힐링물#성장물#이야기중심#여주중심#평점4점이상#단행본,4.9,258.0
당신의 파멸을 위하여,#1만원~2만원#궁정로맨스#가상시대물#판타지물#서양풍#기억상실#나이차커플#복수#첫사랑#신파#재회물#초월적존재#상처남#순정남#동정남#다정남#절륜남#절륜녀#상처녀#오해#카리스마남#왕족/귀족#애잔물#초능력#권선징악#오래된연인#신분차이#소유욕/독점욕/질투#운명적사랑#능력남#직진남#유혹남#집착남#짝사랑남#냉정남#대형견남#능력녀#사이다녀#계략녀#유혹녀#후회녀#순정녀#철벽녀#동정녀#냉정녀#도도녀#외유내강#우월녀#피폐물#더티토크#이야기중심#평점4점이상#고수위#단행본,4.2,77.0
복사기도 아는 연애,#별점100개이상#3000~5000원#현대물#로맨틱코미디#사내연애#상처남#순정남#절륜남#순진녀#오해#카리스마남#재벌남#달달물#비밀연애#몸정>맘정#소유욕/독점욕/질투#운명적사랑#능력남#직진남#유혹남#존댓말남#평범녀#직진녀#짝사랑녀#순정녀#엉뚱녀#쾌활발랄녀#단행본,3.9,120.0
짙은 소유욕,#별점100개이상#5000~1만원#현대물#동거#사내연애#첫사랑#재회물#연하남#상처녀#카리스마남#재벌남#애잔물#권선징악#갑을관계#소유욕/독점욕/질투#뇌섹녀#계략녀#단행본,3.7,114.0
먹음직스럽게,#별점100개이상#3000원이하#가상시대물#동양풍#나이차커플#재회물#초월적존재#순정남#다정남#절륜남#순진녀#초능력#운명적사랑#평범녀#힐링물#평점4점이상#고수위#단행본,4.0,176.0
소녀의 발정기,#별점100개이상#3000원이하#현대물#첫사랑#속도위반#친구>연인#다정남#절륜남#계략남#오해#달달물#소유욕/독점욕/질투#능력남#직진남#애교남#집착남#대형견남#능력녀#계략녀#다정녀#짝사랑녀#걸크러시#털털녀#성장물#더티토크#조신남#고수위#단행본,3.9,221.0
사신왕의 별님,#5000~1만원#실존역사물#판타지물#동양풍#까칠남#절륜남#순진녀#왕족/귀족#애잔물#초능력#신분차이#몸정>맘정#운명적사랑#능력남#집착남#능력녀#사이다녀#털털녀#성장물#이야기중심#평점4점이상#단행본,4.2,92.0
너에게 취한 밤,#별점100개이상#3000~5000원#로맨틱코미디#사내연애#첫사랑#상처남#절륜남#계약연애/결혼#순정녀#쾌활발랄녀#평점4점이상#고수위#단행본,4.0,127.0
[GL] 수룡의 꽃,#별점100개이상#3000원이하#백합/GL#판타지물#신데렐라#절륜녀#순진녀#권선징악#신분차이#몸정>맘정#운명적사랑#순정녀#동정녀#우월녀#평점4점이상#고수위#단행본,4.4,162.0
남이 된 남동생이 남편이 되려 한다,#1만원~2만원#판타지물#서양풍#로맨틱코미디#복수#첫사랑#상처남#순정남#동정남#연하남#다정남#계략남#능글남#왕족/귀족#달달물#비밀연애#소유욕/독점욕/질투#능력남#직진남#애교남#유혹남#집착남#짝사랑남#능력녀#사이다녀#다정녀#애교녀#외유내강#털털녀#엉뚱녀#쾌활발랄녀#단행본,3.7,78.0
가족이 아니야,#별점100개이상#3000원이하#가상시대물#서양풍#동거#전생/환생#순정남#연하남#잔잔물#신분차이#직진남#짝사랑남#능력녀#짝사랑녀#철벽녀#고수위#단행본,3.9,143.0
그 감금물 주인공 내가 하겠다,#1만원~2만원#궁정로맨스#서양풍#왕족/귀족#영혼체인지/빙의#능력남#대형견남#도도녀#쾌활발랄녀#힐링물#평점4점이상#단행본,4.0,73.0
타락하는 밤,#별점100개이상#3000원이하#가상시대물#서양풍#기억상실#동거#다정남#절륜남#계략남#상처녀#오해#왕족/귀족#역하렘#소유욕/독점욕/질투#금단의관계#유혹남#집착남#평범녀#계략녀#외유내강#여주중심#고수위#단행본,3.7,146.0
하얀 밤,#별점100개이상#3000~5000원#현대물#신파#상처남#나쁜남자#상처녀#외국인/혼혈#조직/암흑가#운명적사랑#피폐물#평점4점이상#2014년출간#단행본,4.0,200.0
"뜨거운, 은밀한, 그렇게 녹은 (삽화본)",#별점100개이상#3000~5000원#현대물#판타지물#동양풍#서양풍#나이차커플#동거#복수#첫사랑#신파#재회물#까칠남#상처남#순정남#연하남#다정남#절륜남#절륜녀#순진녀#상처녀#카리스마남#왕족/귀족#잔잔물#애잔물#초능력#권선징악#비밀연애#신분차이#소유욕/독점욕/질투#운명적사랑#능력남#직진남#집착남#존댓말남#능력녀#직진녀#계략녀#다정녀#유혹녀#순정녀#외유내강#우월녀#힐링물#더티토크#조신남#여주중심#고수위#단행본,3.7,101.0
심애 (深愛) 깊은 사랑 (무삭제판),#별점100개이상#5000~1만원#가상시대물#동양풍#나이차커플#순진녀#상처녀#재벌남#신분차이#능력남#평점4점이상#단행본,4.4,105.0
널 붙잡을 수 있는 문장,#별점100개이상#5000~1만원#가상시대물#동양풍#삼각관계#첫사랑#전생/환생#후회남#다정남#순진녀#애잔물#초능력#회귀/타임슬립#신분차이#소유욕/독점욕/질투#능력남#능력녀#순정녀#외유내강#평점4점이상#단행본,4.1,101.0
당신의 꽃입니다,#3000~5000원#판타지물#신파#재회물#상처남#초능력#경찰/형사/수사관#능력녀#추리/미스터리/스릴러#평점4점이상#2014년출간#단행본,4.4,67.0
그믐밤의 신부,#5000~1만원#판타지물#동양풍#첫사랑#초월적존재#전생/환생#순정남#절륜남#절륜녀#차원이동#권선징악#소유욕/독점욕/질투#운명적사랑#더티토크#고수위#단행본,3.8,81.0
최고의 레이디,#3000~5000원#서양풍#첫사랑#재회물#상처남#나쁜남자#순정남#동정남#오해#신분차이#능력남#능력녀#순정녀#동정녀#고수위#단행본,3.7,81.0
엉덩이 좀 때려도 될까요?,#3000원이하#현대물#판타지물#다정남#절륜남#초능력#몸정>맘정#평범녀#직진녀#엉뚱녀#고수위#단행본,3.7,88.0
금단의 열망,#3000원이하#평점4점이상#2016년출간#단행본,4.2,94.0
리벤지 웨딩,#1만원~2만원#서양풍#로맨틱코미디#까칠남#상처녀#카리스마남#왕족/귀족#라이벌/앙숙#선결혼후연애#능력남#능력녀#사이다녀#까칠녀#쾌활발랄녀#단행본,3.7,68.0
열일곱 번째 계절,#별점100개이상#3000~5000원#현대물#나이차커플#동거#삼각관계#첫사랑#신파#까칠남#상처남#순정남#동정남#다정남#키잡물#운명적사랑#순정녀#평점4점이상#2013년이전#단행본,4.0,125.0
천성의 귀인,#5000~1만원#가상시대물#동양풍#초월적존재#연하남#다정남#순진녀#회귀/타임슬립#능력남#직진남#능력녀#순정녀#외유내강#신화물#평점4점이상#단행본,4.4,88
최고의 이혼,#별점100개이상#3000~5000원#현대물#시월드#절륜남#상처녀#오해#카리스마남#선결혼후연애#몸정>맘정#집착남#순정녀#더티토크#단행본,3.5,127
처음부터 너였다,#별점100개이상#3000원이하#현대물#메디컬#연예인#신파#연하남#다정남#상처녀#잔잔물#애잔물#능력남#직진남#철벽녀#힐링물#평점4점이상#2013년이전#단행본,4.1,133
"그 여름, 찬란하다",#별점100개이상#3000~5000원#현대물#첫사랑#연예인#재회물#순정남#연하남#절륜남#잔잔물#소유욕/독점욕/질투#집착남#존댓말남#대형견남#무심녀#평점4점이상#단행본,4.0,100
그 사냥꾼의 구애방식,#1만원~2만원#궁정로맨스#가상시대물#판타지물#서양풍#첫사랑#다정남#왕족/귀족#권선징악#신분차이#직진남#존댓말남#능력녀#걸크러시#평점4점이상#단행본,4.3,80
돈을 주웁시다,#1만원~2만원#현대물#판타지물#로맨틱코미디#첫사랑#초월적존재#연하남#다정남#순진녀#재벌남#능력남#평범녀#능력녀#털털녀#힐링물#성장물#평점4점이상#단행본,4.3,86
로스트 1부,#별점100개이상#1만원~2만원#판타지물#서양풍#초월적존재#절륜남#왕족/귀족#운명적사랑#능력남#유혹남#사이다녀#우월녀#걸크러시#평점4점이상#단행본,4.4,135
상냥한 화원 (삽화본),#1만원~2만원#현대물#동거#로맨틱코미디#사내연애#까칠남#순진녀#재벌남#운명적사랑#직진남#집착남#능력녀#외유내강#힐링물#평점4점이상#단행본,4.4,99
이번 생은 조연으로 살겠습니다,#1만원~2만원#학원물#가상시대물#판타지물#서양풍#로맨틱코미디#첫사랑#전생/환생#순정남#다정남#상처녀#왕족/귀족#역하렘#천재#능력남#유혹남#존댓말남#능력녀#다정녀#외유내강#힐링물#성장물#단행본,3.8,93
프랑스식 양파수프,#별점100개이상#3000~5000원#현대물#동거#친구>연인#까칠남#상처남#나쁜남자#달달물#라이벌/앙숙#순정녀#도도녀#걸크러시#털털녀#단행본,3.9,111
"줄리아, 어디에 있니?",#1만원~2만원#학원물#가상시대물#판타지물#서양풍#로맨틱코미디#복수#삼각관계#첫사랑#상처남#순정남#다정남#계략남#순진녀#상처녀#오해#카리스마남#왕족/귀족#재벌남#달달물#애잔물#차원이동#영혼체인지/빙의#신분차이#소유욕/독점욕/질투#운명적사랑#능력남#직진남#유혹남#집착남#짝사랑남#직진녀#다정녀#애교녀#짝사랑녀#순정녀#철벽녀#엉뚱녀#쾌활발랄녀#힐링물#이야기중심#단행본,3.7,68
궁을 벗어난 나비,#5000~1만원#평점4점이상#2016년출간#단행본,4.3,74
짝사랑 룰렛,#5000~1만원#현대물#로맨틱코미디#사내연애#삼각관계#첫사랑#원나잇#상처남#나쁜남자#후회남#상처녀#카리스마남#능글남#재벌남#계약연애/결혼#소유욕/독점욕/질투#직진남#유혹남#짝사랑남#오만남#평범녀#직진녀#짝사랑녀#순정녀#동정녀#엉뚱녀#단행본,3.4,54
사랑에 무너지다,#별점100개이상#5000~1만원#현대물#연예인#재회물#다정남#상처녀#카리스마남#달달물#계약연애/결혼#외유내강#평점4점이상#2014년출간#단행본,4.1,256
핸드 메이드,#1만원~2만원#판타지물#서양풍#나이차커플#동거#로맨틱코미디#삼각관계#첫사랑#초월적존재#까칠남#연하남#왕족/귀족#달달물#영혼체인지/빙의#권선징악#키잡물#능력남#직진남#철벽남#대형견남#뇌섹녀#능력녀#다정녀#순정녀#우월녀#털털녀#힐링물#성장물#단행본,2.9,54
닥터 지킬 앤 하이드,#별점100개이상#5000~1만원#현대물#메디컬#재회물#까칠남#전문직#평점4점이상#2013년이전#단행본,4.0,114
월야,#별점100개이상#3000~5000원#궁정로맨스#가상시대물#남장여자#복수#첫사랑#시월드#원나잇#재회물#까칠남#상처남#순정남#동정남#후회남#절륜남#소유욕/독점욕/질투#추리/미스터리/스릴러#평점4점이상#2013년이전#단행본,4.0,221
내 남자 주인공의 아내가 되었다,#별점100개이상#1만원~2만원#서양풍#기억상실#동거#첫사랑#친구>연인#까칠남#순정남#동정남#계략남#오해#왕족/귀족#영혼체인지/빙의#천재#소유욕/독점욕/질투#능력남#직진남#유혹남#집착남#짝사랑남#대형견남#능력녀#사이다녀#능글녀#철벽녀#무심녀#도도녀#외유내강#우월녀#걸크러시#털털녀#성장물#이야기중심#여주중심#츤데레남#평점4점이상#단행본,4.0,124
거기 서 겨울,#별점100개이상#3000~5000원#현대물#사내연애#바람둥이#잔잔물#능력녀#무심녀#도도녀#평점4점이상#2015년출간#단행본,4.0,234
미친 야쿠자의 유혹,#3000~5000원#현대물#로맨틱코미디#원나잇#절륜남#계략남#몸정>맘정#직진남#털털녀#고수위#단행본,3.5,73
"세이, 아이 러브 유 (Say, I love you)",#별점100개이상#3000~5000원#가상시대물#서양풍#상처녀#카리스마남#왕족/귀족#잔잔물#능력남#짝사랑녀#외유내강#평점4점이상#단행본,4.1,147
"크레이지, 마이 달링",#별점100개이상#3000~5000원#현대물#로맨틱코미디#사내연애#첫사랑#원나잇#재회물#친구>연인#계략남#직진남#짝사랑녀#철벽녀#단행본,3.9,107
목줄의 주인은 바뀌었다,#1만원~2만원#판타지물#서양풍#정략결혼#순정남#계략남#상처녀#왕족/귀족#회귀/타임슬립#역하렘#소유욕/독점욕/질투#집착남#계략녀#피폐물#단행본,2.3,34
