title,keyword,rate_score,StarRate_ParticipantCount
짓,#별점1000개이상#3000~5000원#현대물#동거#사내연애#삼각관계#까칠남#절륜남#상처녀#카리스마남#재벌남#계약연애/결혼#소유욕/독점욕/질투#능력남#직진남#오만남#외유내강#더티토크#리뷰100개이상#고수위#단행본,3.7,1157.0
네가 내린다,#별점1000개이상#5000~1만원#현대물#동거#재회물#상처남#다정남#상처녀#잔잔물#애잔물#운명적사랑#직진남#다정녀#외유내강#힐링물#평점4점이상#리뷰100개이상#단행본,4.2,1078.0
요화 (妖火),#별점1000개이상#3000~5000원#가상시대물#판타지물#동양풍#나이차커플#동거#복수#초월적존재#까칠남#나쁜남자#바람둥이#절륜남#카리스마남#능글남#달달물#소유욕/독점욕/질투#운명적사랑#사이다남#직진남#집착남#냉정남#오만남#대형견남#평범녀#다정녀#동정녀#외유내강#엉뚱녀#리뷰100개이상#2016년출간#고수위#단행본,3.9,2020.0
호랑이 씨는 처음이라,#별점500개이상#3000~5000원#현대물#첫사랑#초월적존재#동정남#절륜남#존댓말남#직진녀#다정녀#외유내강#리뷰100개이상#단행본,3.9,726.0
어린 왕자의 밤,#별점1000개이상#3000~5000원#궁정로맨스#가상시대물#판타지물#서양풍#첫사랑#재회물#상처남#나쁜남자#순정남#연하남#절륜남#상처녀#왕족/귀족#갑을관계#능력남#직진남#집착남#오만남#존댓말남#무심녀#외유내강#더티토크#평점4점이상#리뷰100개이상#고수위#단행본,4.3,1300.0
뒷골목의 밤,#별점1000개이상#5000~1만원#현대물#동거#나쁜남자#후회남#다정남#순진녀#상처녀#카리스마남#재벌남#조직/암흑가#갑을관계#소유욕/독점욕/질투#능력남#집착남#무심남#짝사랑녀#동정녀#피폐물#리뷰100개이상#단행본,3.9,1019.0
키스 더 더스트 (Kiss the Dust),#별점1000개이상#3000~5000원#현대물#로맨틱코미디#첫사랑#동정남#연하남#절륜남#스포츠물#몸정>맘정#능력남#평범녀#다정녀#더티토크#츤데레남#평점4점이상#리뷰100개이상#고수위#단행본,4.2,1496.0
괴물 공작의 아내로 살아남는 법,#별점500개이상#2만원초과#판타지물#서양풍#다정남#절륜남#상처녀#카리스마남#달달물#선결혼후연애#소유욕/독점욕/질투#뇌섹남#능력남#사이다남#직진남#집착남#존댓말남#능력녀#리뷰100개이상#고수위#단행본,3.9,705.0
여기서 해요? (외전포함),#별점1000개이상#3000~5000원#현대물#원나잇#연하남#다정남#달달물#능력남#능력녀#평점4점이상#리뷰100개이상#단행본,4.1,2246.0
금수만도 못한 놈,#별점500개이상#3000~5000원#리뷰100개이상#단행본,3.8,602.0
사랑도 아니면서,#별점1000개이상#3000~5000원#현대물#재회물#상처남#후회남#상처녀#애잔물#법조계#뇌섹남#능력남#뇌섹녀#능력녀#까칠녀#외유내강#이야기중심#평점4점이상#리뷰100개이상#단행본,4.3,1723.0
상사 사용법,#별점500개이상#3000~5000원#현대물#사내연애#신파#절륜남#계략남#상처녀#카리스마남#재벌남#계약연애/결혼#집착남#능력녀#무심녀#리뷰100개이상#고수위#단행본,3.7,534.0
"겨울이 오면, 도희야",#별점1000개이상#3000~5000원#실존역사물#캠퍼스물#정략결혼#상처녀#잔잔물#뇌섹남#능력남#철벽남#냉정남#존댓말남#털털녀#쾌활발랄녀#이야기중심#평점4점이상#리뷰100개이상#썸딜#단행본,4.3,1050.0
그 밤이 흐른다,#별점500개이상#3000~5000원#현대물#메디컬#사내연애#원나잇#상처남#순정남#다정남#계략남#상처녀#재벌남#전문직#비밀연애#몸정>맘정#소유욕/독점욕/질투#능력남#집착남#존댓말남#철벽녀#무심녀#리뷰100개이상#단행본,3.9,500.0
레드라인 (Redline),#별점500개이상#3000~5000원#현대물#복수#상처녀#외국인/혼혈#경찰/형사/수사관#운명적사랑#직진남#유혹남#존댓말남#능력녀#외유내강#리뷰100개이상#단행본,3.8,784.0
묘설,#별점1000개이상#3000원이하#초월적존재#전생/환생#상처남#후회남#상처녀#베이비메신저#영혼체인지/빙의#비밀연애#신분차이#후회녀#순정녀#평점4점이상#리뷰100개이상#단행본,4.7,2134.0
나는 이 집 아이,#별점500개이상#2만원초과#판타지물#서양풍#나이차커플#전생/환생#상처남#다정남#왕족/귀족#권선징악#능력남#존댓말남#능력녀#외유내강#걸크러시#성장물#원작소설#평점4점이상#리뷰100개이상#단행본,4.3,948.0
매력있어요,#별점1000개이상#5000~1만원#현대물#첫사랑#순정남#연하남#다정남#계략남#잔잔물#달달물#능력남#평범녀#동정녀#엉뚱녀#쾌활발랄녀#힐링물#평점4점이상#리뷰100개이상#2016년출간#단행본,4.3,1734.0
휴가지에서 생긴 일,#별점1000개이상#3000원이하#현대물#로맨틱코미디#원나잇#재회물#순정남#연하남#다정남#절륜남#달달물#평점4점이상#리뷰100개이상#2013년이전#고수위#단행본,4.0,1779.0
꿈의 맛,#별점1000개이상#3000~5000원#현대물#동거#다정남#절륜남#상처녀#운명적사랑#평점4점이상#리뷰100개이상#2015년출간#고수위#단행본,4.0,1549.0
용왕님의 승은,#별점1000개이상#3000원이하#동양풍#속도위반#초월적존재#절륜남#순진녀#오해#신분차이#소유욕/독점욕/질투#집착남#오만남#평범녀#평점4점이상#리뷰100개이상#단행본,4.1,1890.0
디 아일랜드 (The Island),#별점500개이상#3000~5000원#현대물#나쁜남자#계략남#순진녀#상처녀#카리스마남#갑을관계#소유욕/독점욕/질투#능력남#집착남#다정녀#평점4점이상#리뷰100개이상#단행본,4.2,943.0
성홍열,#별점1000개이상#3000~5000원#현대물#재회물#나쁜남자#절륜남#계략남#오해#소유욕/독점욕/질투#직진남#집착남#무심녀#도도녀#리뷰100개이상#2016년출간#고수위#단행본,3.9,1487.0
10년의 짝사랑을 끝내겠습니다,#별점100개이상#5000~1만원#가상시대물#판타지물#서양풍#첫사랑#초월적존재#까칠남#상처남#나쁜남자#후회남#절륜남#계략남#상처녀#오해#카리스마남#애잔물#회귀/타임슬립#소유욕/독점욕/질투#금단의관계#능력남#집착남#냉정남#무심남#짝사랑녀#순정녀#피폐물#리뷰100개이상#단행본,3.4,440.0
플래시백,#별점500개이상#3000~5000원#현대물#첫사랑#재회물#상처남#순정남#동정남#다정남#절륜남#상처녀#오해#잔잔물#애잔물#능력남#철벽녀#외유내강#털털녀#조신남#평점4점이상#리뷰100개이상#단행본,4.1,742.0
시한부 악녀의 해피엔딩,#별점500개이상#1만원~2만원#판타지물#영혼체인지/빙의#선결혼후연애#능력남#무심녀#리뷰100개이상#단행본,3.9,512.0
개정판 | 글루미 선데이,#별점1000개이상#5000~1만원#현대물#복수#사내연애#삼각관계#첫사랑#신데렐라#재회물#까칠남#순정남#동정남#다정남#상처녀#법조계#전문직#경찰/형사/수사관#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#짝사랑남#뇌섹녀#능력녀#추리/미스터리/스릴러#평점4점이상#리뷰100개이상#2014년출간#단행본,4.4,2162.0
악역의 유능한 부하 직원이 되었습니다,#별점100개이상#1만원~2만원#가상시대물#판타지물#서양풍#동거#상처남#순정남#동정남#다정남#절륜남#카리스마남#능글남#달달물#차원이동#영혼체인지/빙의#갑을관계#소유욕/독점욕/질투#능력남#사이다남#직진남#유혹남#집착남#대형견남#뇌섹녀#능력녀#철벽녀#무심녀#이야기중심#여주중심#리뷰100개이상#단행본,3.7,343.0
"연희동, 러브레터",#별점100개이상#5000~1만원#현대물#연하남#다정남#절륜남#비밀연애#운명적사랑#능력남#존댓말남#대형견남#평범녀#능력녀#철벽녀#무심녀#조신남#평점4점이상#리뷰100개이상#단행본,4.2,459.0
무채색 결혼,#별점1000개이상#3000~5000원#현대물#맞선#상처남#잔잔물#선결혼후연애#존댓말남#평범녀#다정녀#힐링물#평점4점이상#리뷰100개이상#단행본,4.1,2305.0
할로우 틱 (Hollowtic),#별점500개이상#3000~5000원#현대물#신파#까칠남#순진녀#상처녀#카리스마남#재벌남#달달물#애잔물#권선징악#갑을관계#신분차이#소유욕/독점욕/질투#운명적사랑#능력남#직진남#집착남#오만남#평범녀#힐링물#리뷰100개이상#단행본,3.8,648.0
"조건, 만남(삽화본)",#별점100개이상#3000원이하#현대물#동거#복수#첫사랑#원나잇#동정남#절륜남#재벌남#권선징악#계약연애/결혼#몸정>맘정#소유욕/독점욕/질투#직진남#집착남#능력녀#동정녀#추리/미스터리/스릴러#더티토크#리뷰100개이상#고수위#단행본,3.8,491.0
애매한 관계,#별점500개이상#3000~5000원#현대물#사내연애#재회물#친구>연인#절륜남#계략남#리뷰100개이상#2016년출간#단행본,3.7,760.0
하녀의 밤,#별점1000개이상#3000~5000원#가상시대물#서양풍#까칠남#절륜남#오해#카리스마남#왕족/귀족#갑을관계#신분차이#몸정>맘정#소유욕/독점욕/질투#능력남#냉정남#무심남#오만남#짝사랑녀#엉뚱녀#리뷰100개이상#고수위#단행본,3.8,1312.0
사랑을 믿지 않았다,#별점1000개이상#3000~5000원#현대물#다정남#잔잔물#운명적사랑#직진남#동정녀#무심녀#이야기중심#평점4점이상#리뷰100개이상#단행본,4.1,1562.0
하고 싶어,#별점500개이상#3000~5000원#현대물#로맨틱코미디#사내연애#첫사랑#순정남#동정남#절륜남#계략남#순진녀#달달물#비밀연애#소유욕/독점욕/질투#뇌섹남#능력남#사이다남#직진남#유혹남#철벽남#오만남#평범녀#다정녀#짝사랑녀#순정녀#동정녀#외유내강#힐링물#성장물#이야기중심#츤데레남#리뷰100개이상#고수위#단행본,3.8,963.0
규장각 각신들의 나날,#별점1000개이상#5000~1만원#실존역사물#동양풍#남장여자#로맨틱코미디#친구>연인#순정남#동정남#다정남#상처녀#달달물#비밀연애#능력남#능력녀#외유내강#털털녀#이야기중심#원작소설#평점4점이상#리뷰100개이상#2013년이전#단행본,4.8,1078.0
임신의 덫,#별점1000개이상#3000~5000원#현대물#정략결혼#까칠남#절륜남#계략남#절륜녀#카리스마남#재벌남#신분차이#계약연애/결혼#몸정>맘정#소유욕/독점욕/질투#사이다남#집착남#냉정남#오만남#동정녀#외유내강#더티토크#리뷰100개이상#고수위#단행본,3.6,1359.0
밤이니까 솔직하게,#별점1000개이상#3000~5000원#현대물#사내연애#원나잇#상처녀#카리스마남#잔잔물#전문직#권선징악#몸정>맘정#뇌섹남#능력남#사이다남#능력녀#무심녀#힐링물#더티토크#평점4점이상#리뷰100개이상#고수위#단행본,4.1,1867.0
깊게,#별점500개이상#3000~5000원#현대물#동거#재회물#후회남#절륜남#상처녀#오해#카리스마남#재벌남#소유욕/독점욕/질투#능력남#냉정남#무심남#외유내강#더티토크#리뷰100개이상#고수위#단행본,3.8,721.0
무더위,#별점100개이상#3000~5000원#현대물#삼각관계#상처남#나쁜남자#후회남#계략남#오해#카리스마남#재벌남#키잡물#소유욕/독점욕/질투#능력남#집착남#오만남#다정녀#짝사랑녀#순정녀#동정녀#츤데레남#리뷰100개이상#고수위#단행본,3.7,481.0
감동이어라,#별점1000개이상#3000~5000원#츤데레남#평점4점이상#리뷰100개이상#단행본,4.3,1185.0
사요의 밤,#별점500개이상#3000원이하#판타지물#동양풍#나이차커플#초월적존재#다정남#절륜남#능글남#권선징악#소유욕/독점욕/질투#능력남#평범녀#다정녀#순정녀#이야기중심#리뷰100개이상#고수위#단행본,3.9,676.0
다정한 개새끼,#별점500개이상#3000~5000원#현대물#나쁜남자#후회남#절륜남#계략남#상처녀#재벌남#라이벌/앙숙#갑을관계#몸정>맘정#소유욕/독점욕/질투#오만남#철벽녀#동정녀#까칠녀#무심녀#도도녀#리뷰100개이상#썸딜#단행본,3.8,725.0
아몬: 헤아릴 수 없는,#별점1000개이상#1만원~2만원#현대물#시월드#신데렐라#상처남#순정남#절륜남#상처녀#카리스마남#재벌남#외국인/혼혈#소유욕/독점욕/질투#운명적사랑#능력남#직진남#유혹남#집착남#사이다녀#철벽녀#까칠녀#냉정녀#무심녀#도도녀#걸크러시#힐링물#평점4점이상#리뷰100개이상#단행본,4.4,1341.0
렌,#별점500개이상#5000~1만원#실존역사물#나이차커플#까칠남#다정남#카리스마남#애잔물#외국인/혼혈#신분차이#소유욕/독점욕/질투#운명적사랑#무심남#무심녀#도도녀#외유내강#평점4점이상#리뷰100개이상#2015년출간#단행본,4.6,956.0
연애 친구,#별점500개이상#3000~5000원#현대물#사내연애#친구>연인#절륜남#잔잔물#달달물#능력남#짝사랑남#대형견남#능력녀#다정녀#리뷰100개이상#단행본,3.9,906.0
매리지 앤 압생트(Marriage and Absente),#별점1000개이상#5000~1만원#판타지물#서양풍#신데렐라#동정남#후회남#순진녀#상처녀#왕족/귀족#신분차이#소유욕/독점욕/질투#집착남#짝사랑녀#평점4점이상#리뷰100개이상#단행본,4.1,1140.0
결혼을 앓다,#별점1000개이상#5000~1만원#현대물#메디컬#첫사랑#재회물#상처남#순정남#후회남#다정남#절륜남#상처녀#오해#능글남#전문직#권선징악#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#집착남#능력녀#다정녀#순정녀#평점4점이상#리뷰100개이상#고수위#단행본,4.1,1279.0
사랑이 피어나다,#별점1000개이상#3000원이하#현대물#친구>연인#바람둥이#계략남#상처녀#재벌남#소유욕/독점욕/질투#능력남#짝사랑남#냉정남#능력녀#평점4점이상#리뷰100개이상#2015년출간#고수위#단행본,4.0,2660.0
사랑을 알면 얼마나 안다고,#별점500개이상#3000원이하#현대물#재회물#후회남#계략남#상처녀#재벌남#짝사랑남#짝사랑녀#평점4점이상#리뷰100개이상#고수위#단행본,4.0,854.0
닥터의 순정,#별점1000개이상#5000~1만원#현대물#나이차커플#동거#메디컬#시월드#순정남#소유욕/독점욕/질투#평점4점이상#리뷰100개이상#2013년이전#단행본,4.5,1713.0
한참 지나서,#별점1000개이상#3000~5000원#현대물#삼각관계#맞선#다정남#잔잔물#뇌섹남#냉정남#다정녀#쾌활발랄녀#힐링물#평점4점이상#리뷰100개이상#2013년이전#단행본,4.4,1362.0
로스트 헤븐,#별점500개이상#2만원초과#가상시대물#판타지물#기억상실#첫사랑#재회물#계략남#능글남#초능력#소유욕/독점욕/질투#능력남#능력녀#걸크러시#이야기중심#신화물#평점4점이상#리뷰100개이상#단행본,4.4,753.0
쇼스타코비치왈츠2번,#별점1000개이상#5000~1만원#현대물#재회물#후회남#절륜남#재벌남#계약연애/결혼#소유욕/독점욕/질투#평점4점이상#리뷰100개이상#단행본,4.2,1388.0
일어나지 않은 것들에 관하여,#별점1000개이상#3000원이하#판타지물#서양풍#복수#후회남#상처녀#오해#왕족/귀족#애잔물#운명적사랑#능력남#외유내강#성장물#피폐물#평점4점이상#리뷰100개이상#단행본,4.5,1211.0
즐거운 대학 생활,#별점500개이상#3000~5000원#현대물#캠퍼스물#첫사랑#친구>연인#계략남#상처녀#재벌남#계약연애/결혼#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#사이다남#직진남#집착남#사이다녀#후회녀#철벽녀#외유내강#더티토크#리뷰100개이상#고수위#단행본,3.9,546.0
나는 네가 애틋하지 않았다,#별점1000개이상#3000~5000원#현대물#동거#첫사랑#까칠남#동정남#상처녀#운명적사랑#사이다남#냉정남#평범녀#동정녀#무심녀#외유내강#츤데레남#평점4점이상#리뷰100개이상#단행본,4.4,1312.0
책향기,#별점1000개이상#3000~5000원#현대물#캠퍼스물#첫사랑#까칠남#순정남#잔잔물#운명적사랑#외유내강#평점4점이상#리뷰100개이상#2015년출간#단행본,4.4,1355.0
갖고 싶으니까,#별점100개이상#5000~1만원#현대물#첫사랑#까칠남#순정남#연하남#절륜남#카리스마남#재벌남#계약연애/결혼#소유욕/독점욕/질투#능력남#집착남#능력녀#외유내강#리뷰100개이상#고수위#단행본,3.8,432.0
이오타의 샘,#별점500개이상#5000~1만원#궁정로맨스#가상시대물#판타지물#서양풍#초월적존재#카리스마남#왕족/귀족#소유욕/독점욕/질투#능력남#직진남#능력녀#짝사랑녀#동정녀#무심녀#외유내강#신화물#평점4점이상#리뷰100개이상#고수위#단행본,4.3,971.0
엇갈림의 미학,#별점1000개이상#3000~5000원#현대물#첫사랑#신파#재회물#순정남#순진녀#상처녀#카리스마남#재벌남#선결혼후연애#운명적사랑#평범녀#평점4점이상#리뷰100개이상#2016년출간#단행본,4.0,1595.0
내 남자친구는 미친놈입니다,#별점500개이상#1만원~2만원#현대물#절륜남#순진녀#카리스마남#재벌남#소유욕/독점욕/질투#능력남#직진남#집착남#냉정남#평범녀#순정녀#외유내강#성장물#피폐물#리뷰100개이상#단행본,3.9,712.0
악마를 교화하는 방법,#별점500개이상#1만원~2만원#판타지물#서양풍#초월적존재#다정남#절륜남#순진녀#능글남#왕족/귀족#달달물#초능력#영혼체인지/빙의#선결혼후연애#몸정>맘정#직진남#동정녀#외유내강#추리/미스터리/스릴러#더티토크#평점4점이상#리뷰100개이상#고수위#단행본,4.3,627.0
짐승같은 그대,#별점100개이상#3000~5000원#현대물#판타지물#로맨틱코미디#속도위반#원나잇#순정남#절륜남#오해#달달물#군대물#소유욕/독점욕/질투#직진남#집착남#대형견남#능력녀#철벽녀#동정녀#리뷰100개이상#단행본,3.6,482.0
악역의 구원자,#별점1000개이상#1만원~2만원#평점4점이상#리뷰100개이상#단행본,4.2,1041.0
빛 사이로 흐르는,#별점1000개이상#1만원~2만원#판타지물#서양풍#첫사랑#재회물#초월적존재#순정남#후회남#절륜남#상처녀#오해#왕족/귀족#소유욕/독점욕/질투#능력남#직진남#능력녀#외유내강#이야기중심#조신남#평점4점이상#리뷰100개이상#단행본,4.1,1097.0
"아름다운 유혹, 애프터 (After)",#별점100개이상#3000~5000원#현대물#동거#재회물#순정남#다정남#절륜남#상처녀#오해#카리스마남#재벌남#애잔물#전문직#몸정>맘정#소유욕/독점욕/질투#운명적사랑#능력남#직진남#오만남#뇌섹녀#능력녀#순정녀#외유내강#힐링물#이야기중심#리뷰100개이상#고수위#단행본,3.9,430.0
결정적 순간,#별점1000개이상#5000~1만원#현대물#로맨틱코미디#사내연애#첫사랑#상처남#순정남#동정남#후회남#순진녀#오해#카리스마남#능글남#스포츠물#천재#몸정>맘정#소유욕/독점욕/질투#능력남#직진남#집착남#다정녀#동정녀#털털녀#쾌활발랄녀#더티토크#평점4점이상#리뷰100개이상#단행본,4.2,1174.0
관음,#별점1000개이상#3000~5000원#궁정로맨스#가상시대물#동양풍#순정남#절륜남#왕족/귀족#애잔물#권선징악#몸정>맘정#냉정남#존댓말남#뇌섹녀#외유내강#평점4점이상#리뷰100개이상#썸딜#고수위#단행본,4.0,1184.0
계략적 사내연애,#별점1000개이상#3000~5000원#현대물#로맨틱코미디#사내연애#첫사랑#속도위반#원나잇#동정남#절륜남#오해#달달물#법조계#몸정>맘정#소유욕/독점욕/질투#능력남#직진남#유혹남#능력녀#사이다녀#동정녀#털털녀#리뷰100개이상#고수위#단행본,3.7,1058.0
답장하지 마세요!,#별점500개이상#5000~1만원#판타지물#서양풍#로맨틱코미디#순정남#다정남#오해#달달물#능력남#짝사랑남#존댓말남#능력녀#재벌녀#쾌활발랄녀#조신남#평점4점이상#리뷰100개이상#단행본,4.4,625.0
나의 자리,#별점500개이상#1만원~2만원#판타지물#서양풍#복수#첫사랑#재회물#상처녀#왕족/귀족#애잔물#소유욕/독점욕/질투#능력남#집착남#계략녀#이야기중심#평점4점이상#리뷰100개이상#단행본,4.5,545.0
조연도 나름 힘들다,#별점500개이상#1만원~2만원#가상시대물#판타지물#서양풍#로맨틱코미디#첫사랑#상처남#순정남#다정남#능글남#달달물#차원이동#영혼체인지/빙의#전문직#권선징악#운명적사랑#뇌섹남#능력남#직진남#존댓말남#대형견남#뇌섹녀#능력녀#사이다녀#직진녀#걸크러시#털털녀#쾌활발랄녀#힐링물#여주중심#평점4점이상#리뷰100개이상#단행본,4.3,978.0
리와인드 (Rewind),#별점500개이상#3000~5000원#현대물#동거#로맨틱코미디#첫사랑#재회물#순정남#절륜남#오해#재벌남#달달물#외국인/혼혈#전문직#오래된연인#운명적사랑#직진남#대형견남#능력녀#털털녀#더티토크#리뷰100개이상#단행본,3.5,801.0
포식자의 혼약자,#별점1000개이상#2만원초과#판타지물#복수#첫사랑#신데렐라#전생/환생#나쁜남자#순정남#절륜남#계략남#상처녀#카리스마남#능글남#왕족/귀족#회귀/타임슬립#천재#권선징악#갑을관계#신분차이#계약연애/결혼#선결혼후연애#몸정>맘정#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#사이다남#직진남#집착남#냉정남#오만남#뇌섹녀#능력녀#사이다녀#계략녀#짝사랑녀#냉정녀#무심녀#도도녀#외유내강#피폐물#더티토크#하드코어#평점4점이상#리뷰100개이상#고수위#단행본,4.5,1171.0
황리비가,#별점1000개이상#5000~1만원#궁정로맨스#가상시대물#동양풍#나쁜남자#절륜남#순진녀#왕족/귀족#애잔물#금단의관계#집착남#짝사랑남#냉정남#오만남#짝사랑녀#동정녀#피폐물#리뷰100개이상#단행본,3.9,1008.0
개정판 | 십년지기,#별점1000개이상#5000~1만원#현대물#메디컬#사내연애#친구>연인#까칠남#후회남#전문직#라이벌/앙숙#뇌섹남#능력남#짝사랑남#뇌섹녀#짝사랑녀#무심녀#평점4점이상#리뷰100개이상#2013년이전#단행본,4.2,1489.0
"다시, 여기",#별점100개이상#3000~5000원#현대물#삼각관계#정략결혼#절륜남#애잔물#소유욕/독점욕/질투#능력남#리뷰100개이상#고수위#단행본,3.9,396.0
은슬,#별점1000개이상#5000~1만원#현대물#나이차커플#복수#속도위반#나쁜남자#상처녀#재벌남#소유욕/독점욕/질투#금단의관계#뇌섹남#집착남#냉정남#무심남#오만남#짝사랑녀#동정녀#평점4점이상#리뷰100개이상#2016년출간#고수위#단행본,4.0,1517.0
내가 널 사랑할 때,#별점1000개이상#5000~1만원#현대물#재회물#친구>연인#상처남#동정남#상처녀#카리스마남#재벌남#잔잔물#전문직#계약연애/결혼#선결혼후연애#능력남#능력녀#직진녀#힐링물#평점4점이상#리뷰100개이상#단행본,4.4,1229.0
백작과 하녀,#별점500개이상#5000~1만원#가상시대물#판타지물#서양풍#다정남#절륜남#계략남#절륜녀#순진녀#능글남#달달물#운명적사랑#뇌섹남#능력남#직진남#유혹남#집착남#짝사랑남#존댓말남#평범녀#유혹녀#외유내강#평점4점이상#리뷰100개이상#고수위#단행본,4.0,937.0
후견인 남편,#별점100개이상#5000~1만원#현대물#나이차커플#동거#첫사랑#정략결혼#절륜남#재벌남#달달물#키잡물#신분차이#선결혼후연애#몸정>맘정#소유욕/독점욕/질투#능력남#집착남#오만남#유혹녀#짝사랑녀#동정녀#츤데레남#평점4점이상#리뷰100개이상#고수위#단행본,4.0,496.0
키스 미(Kiss me)(삽화본),#별점1000개이상#3000원이하#현대물#로맨틱코미디#친구>연인#순정남#계략남#순진녀#달달물#짝사랑남#순진남#엉뚱녀#쾌활발랄녀#평점4점이상#리뷰100개이상#2015년출간#단행본,4.2,2655.0
짓밟힌 밤,#별점1000개이상#3000원이하#궁정로맨스#동양풍#복수#첫사랑#재회물#상처남#나쁜남자#절륜남#상처녀#카리스마남#왕족/귀족#신분차이#소유욕/독점욕/질투#능력남#집착남#짝사랑남#도도녀#외유내강#피폐물#리뷰100개이상#고수위#단행본,3.7,1021.0
"홈, 비터 홈",#별점500개이상#5000~1만원#현대물#친구>연인#순정남#동정남#다정남#상처녀#전문직#대형견남#까칠녀#도도녀#조신남#평점4점이상#리뷰100개이상#단행본,4.4,909.0
소유의 인,#별점500개이상#3000원이하#판타지물#나이차커플#초월적존재#동정남#절륜남#계략남#순진녀#달달물#키잡물#운명적사랑#직진남#집착남#다정녀#순정녀#동정녀#리뷰100개이상#단행본,3.9,769.0
뱀은 두 개다,#별점1000개이상#3000원이하#가상시대물#동양풍#초월적존재#순정남#동정남#다정남#순진녀#왕족/귀족#선결혼후연애#소유욕/독점욕/질투#존댓말남#동정녀#조신남#리뷰100개이상#고수위#단행본,3.8,1735.0
니드호그의 노래,#별점500개이상#3000~5000원#가상시대물#판타지물#첫사랑#초월적존재#동정남#후회남#절륜남#상처녀#소유욕/독점욕/질투#운명적사랑#직진남#집착남#짝사랑남#평범녀#철벽녀#동정녀#피폐물#하드코어#평점4점이상#리뷰100개이상#단행본,4.2,909.0
두꺼비 신부,#별점500개이상#3000원이하#동양풍#동정남#오해#달달물#운명적사랑#능력남#직진남#능력녀#동정녀#리뷰100개이상#단행본,3.6,524.0
토이 레이디,#별점1000개이상#3000~5000원#서양풍#절륜남#상처녀#왕족/귀족#신분차이#몸정>맘정#소유욕/독점욕/질투#집착남#동정녀#리뷰100개이상#고수위#단행본,3.9,1150.0
상사의 충동,#별점100개이상#5000~1만원#현대물#사내연애#절륜남#재벌남#냉정남#동정녀#냉정녀#무심녀#리뷰100개이상#고수위#단행본,3.9,462.0
조신한 공작님의 밝히는 부인이 되었습니다,#별점100개이상#1만원~2만원#가상시대물#판타지물#서양풍#순정남#절륜남#계략남#왕족/귀족#차원이동#영혼체인지/빙의#몸정>맘정#소유욕/독점욕/질투#운명적사랑#능력남#집착남#존댓말남#능력녀#사이다녀#걸크러시#쾌활발랄녀#리뷰100개이상#고수위#단행본,3.7,390.0
몽중교접,#별점100개이상#3000원이하#가상시대물#동양풍#나이차커플#재회물#절륜남#오해#카리스마남#왕족/귀족#애잔물#신분차이#운명적사랑#능력남#평범녀#순정녀#동정녀#외유내강#털털녀#엉뚱녀#평점4점이상#리뷰100개이상#고수위#단행본,4.1,494.0
어화둥둥,#별점500개이상#1만원~2만원#가상시대물#판타지물#동양풍#나이차커플#초월적존재#동정남#절륜남#능력남#능력녀#사이다녀#평점4점이상#리뷰100개이상#고수위#단행본,4.2,691.0
살려주세요,#별점1000개이상#3000원이하#현대물#복수#첫사랑#신파#재회물#상처남#순정남#동정남#절륜남#상처녀#재벌남#애잔물#운명적사랑#다정녀#순정녀#외유내강#평점4점이상#리뷰100개이상#단행본,4.5,2151.0
마이 클라이언트,#별점500개이상#3000원이하#현대물#로맨틱코미디#사내연애#첫사랑#원나잇#까칠남#연하남#다정남#절륜남#순진녀#상처녀#재벌남#달달물#권선징악#갑을관계#몸정>맘정#운명적사랑#능력남#사이다남#짝사랑남#존댓말남#뇌섹녀#능력녀#츤데레남#리뷰100개이상#단행본,3.9,986.0
킨(KEEN),#별점1000개이상#5000~1만원#평점4점이상#리뷰100개이상#단행본,4.2,1382.0
밤의 향연 (무삭제판),#별점1000개이상#3000~5000원#현대물#사제지간#재회물#나쁜남자#연하남#절륜남#상처녀#재벌남#조직/암흑가#소유욕/독점욕/질투#집착남#동정녀#도도녀#더티토크#리뷰100개이상#2014년출간#고수위#단행본,3.8,1869.0
섬,#별점1000개이상#3000~5000원#현대물#친구>연인#상처남#다정남#상처녀#잔잔물#운명적사랑#외유내강#평점4점이상#리뷰100개이상#2015년출간#단행본,4.3,1413.0
우로,#별점1000개이상#3000~5000원#판타지물#나이차커플#첫사랑#초월적존재#까칠남#순정남#계략남#운명적사랑#신화물#평점4점이상#리뷰100개이상#2013년이전#단행본,4.4,1615.0
다정한 집착,#별점1000개이상#3000원이하#현대물#시월드#나쁜남자#계략남#상처녀#재벌남#오래된연인#신분차이#집착남#평범녀#후회녀#피폐물#더티토크#리뷰100개이상#고수위#단행본,3.4,1430.0
소꿉친구 교화론,#별점1000개이상#3000원이하#현대물#첫사랑#친구>연인#순정남#동정남#다정남#절륜남#계략남#순진녀#카리스마남#천재#소유욕/독점욕/질투#뇌섹남#능력남#애교남#집착남#오만남#다정녀#동정녀#더티토크#조신남#리뷰100개이상#고수위#단행본,3.8,1681.0
래빗홀(Rabbit hole),#별점1000개이상#1만원~2만원#가상시대물#판타지물#서양풍#로맨틱코미디#사내연애#절륜남#계략남#순진녀#오해#왕족/귀족#능력남#유혹남#집착남#능력녀#짝사랑녀#엉뚱녀#평점4점이상#리뷰100개이상#고수위#단행본,4.3,1193.0
